latitude,longitude,plant_name,total_cap,plant_types_all,plant_caps_all,plant_type,renewable,state_long
35.084078,-106.625191,Ford Utilities Center,6.7,natural_gas,6.7,natural_gas,false,Nebraska
43.348808,-76.425169,Oswego County Energy Recovery,3.4,biomass,3.4,biomass,true,New York
45.480701,-121.59984,Middle Fork Irrigation District,3.3,hydro,3.3,hydro,true,Oregon
42.143919,-80.069581,Erie Coke,1,other_fossil_gasses,1,other_fossil_gasses,false,Pennsylvania
44.458696,-118.720601,Co-Gen LLC,7.5,wood,7.5,wood,true,Oregon
45.8117,-108.4278,Yellowstone Energy LP,52,petroleum,52,petroleum,false,Montana
41.6008,-93.6089,Des Moines Wastewater Reclamation Fac,1.8,biomass,1.8,biomass,true,Iowa
45.6394,-89.4205,Rhinelander Mill,12.3,"coal,natural_gas,hydro","6.3,4,2",coal,false,Wisconsin
40.4175,-86.8447,Caterpillar,12.7,"natural_gas,petroleum","6.5,6.2",natural_gas,false,Indiana
44.0611,-88.5631,Winnebago County Landfill Gas,5.1,biomass,5.1,biomass,true,Wisconsin
42.5175,-83.1919,William Beaumont Hospital,3.8,petroleum,3.8,petroleum,false,Michigan
42.8489,-123.1778,Galesville Project,1.8,hydro,1.8,hydro,true,Oregon
40.9872,-111.8983,Lagoon Cogeneration Facility,1.5,natural_gas,1.5,natural_gas,false,Louisiana
42.104338,-123.677254,R & R Lumber,1.4,wood,1.4,wood,true,Oregon
27.6364,-81.9636,Hardee Power Station,358,natural_gas,358,natural_gas,false,Florida
39.5472,-110.3917,Sunnyside Cogen Associates,51,coal,51,coal,false,Utah
42.0242,-87.6847,Saint Francis Hospital,1.6,natural_gas,1.6,natural_gas,false,Illinois
42.521747,-70.938657,Rousselot Inc,6.3,natural_gas,6.3,natural_gas,false,Massachusetts
35.2964,-84.7569,Bowater Newsprint Calhoun Operation,66,wood,66,wood,true,Tennessee
40.601264,-74.266372,Union County Resource Recovery,37.5,biomass,37.5,biomass,true,California
40.976859,-122.456251,Slate Creek,4,hydro,4,hydro,true,California
32.7261,-117.1464,Naval Hospital Medical Center,4.4,natural_gas,4.4,natural_gas,false,California
40.649703,-123.524725,Amedee Geothermal Venture I,2.2,geothermal,2.2,geothermal,true,California
41.6325,-83.5042,Toledo Ref Power Recovery Train,6,petroleum,6,petroleum,false,Ohio
37.4964,-77.4317,Bellmeade Power Station,267,natural_gas,267,natural_gas,false,Virginia
38.9461,-92.3328,MU Combined Heat and Power Plant,77,"coal,natural_gas,petroleum","50.7,22.8,3.5",coal,false,Missouri
27.483358,-82.548341,Tropicana Products Bradent,31,natural_gas,31,natural_gas,false,Florida
42.625972,-112.149344,Marsh Valley Development,1.5,hydro,1.5,hydro,true,Idaho
29.8822,-93.9569,Motiva Enterprises Port Arthur Refinery,215.4,natural_gas,215.4,natural_gas,false,Texas
41.2691,-79.8134,Scrubgrass Generating Company LP,84.3,coal,84.3,coal,false,Pennsylvania
27.0389,-80.5125,Indiantown Cogeneration LP,330,coal,330,coal,false,Florida
43.06132,-76.08239,Carr Street Generating Station,88.5,natural_gas,88.5,natural_gas,false,New York
44.033022,-121.3297,Siphon Power Project,5.4,hydro,5.4,hydro,true,Oregon
38.2494,-122.0394,Solano County Cogen Plant,2.8,natural_gas,2.8,natural_gas,false,California
42.632483,-114.538769,Rock Creek I,2,hydro,2,hydro,true,Idaho
42.298938,-89.075925,Ingersoll Milling Machine,4.4,natural_gas,4.4,natural_gas,false,Illinois
44.9783,-89.6328,Marathon Electric,2.6,petroleum,2.6,petroleum,false,Wisconsin
42.961126,-123.359138,Co-Gen II LLC,7.8,wood,7.8,wood,true,Oregon
35.488289,-108.426497,Gallup Refinery,5.8,natural_gas,5.8,natural_gas,false,New Mexico
44.9439,-70.9975,Aziscohos Hydroelectric Project,6.8,hydro,6.8,hydro,true,Maine
29.900556,-91.73333,"M. A. Patout & Son Limited, LLC",3,biomass,3,biomass,true,Louisiana
44.2131,-72.0572,Ryegate Power Station,20,wood,20,wood,true,Vermont
42.009722,-71.668909,Ocean State Power,218.6,natural_gas,218.6,natural_gas,false,Rhode Island
41.859601,-74.510259,West Delaware Tunnel Plant,7,hydro,7,hydro,true,New York
43.040335,-74.850621,Little Falls Hydro,3,hydro,3,hydro,true,New York
40.7139,-73.6003,Hofstra University,2.2,natural_gas,2.2,natural_gas,false,New York
40.7869,-73.1064,MacArthur Waste to Energy Facility,11,biomass,11,biomass,true,New York
30.3186,-91.2325,LaO Energy Systems,479,natural_gas,479,natural_gas,false,Louisiana
36.6,-78.53,Mecklenburg Power Station,138,coal,138,coal,false,Virginia
26.631549,-81.760656,Lee County Solid Waste Energy,55,biomass,55,biomass,true,Florida
39.9663,-117.8557,Terra-Gen Dixie Valley,56,geothermal,56,geothermal,true,Nevada
45.0975,-87.5958,Menominee Acquisition,2.5,coal,2.5,coal,false,Michigan
37.818224,-77.14478,Doswell Energy Center,813.8,natural_gas,813.8,natural_gas,false,Virginia
41.83442,-87.628465,ITT Cogen Facility,7,natural_gas,7,natural_gas,false,Illinois
41.8103,-71.41,Rhode Island Hospital,10.4,natural_gas,10.4,natural_gas,false,Rhode Island
41.6731,-70.9994,Dartmouth Power Associates LP,82.6,natural_gas,82.6,natural_gas,false,Massachusetts
19.478976,-154.888362,Puna Geothermal Venture I,43,geothermal,43,geothermal,true,Pennsylvania
29.6833,-89.975,Alliance Refinery,25,natural_gas,25,natural_gas,false,Louisiana
44.285945,-72.710324,Moretown Generating Station,0.3,hydro,0.3,hydro,true,Vermont
41.15461,-87.85478,Bunge Oil,2.8,natural_gas,2.8,natural_gas,false,Illinois
39.801637,-79.368214,Yough Hydro Power,12.2,hydro,12.2,hydro,true,Pennsylvania
37.1854,-113.3583,Quail Creek Hydro Plant #1,2.3,hydro,2.3,hydro,true,Utah
36.145896,-86.803833,Vanderbilt University Power Plant,19,"coal,natural_gas","11,8",coal,false,Tennessee
34.9953,-81.8344,Clifton Dam 3 Power Station,1.2,hydro,1.2,hydro,true,South Carolina
38.6892,-77.2375,I 95 Municipal Landfill Phase I,3.2,biomass,3.2,biomass,true,Virginia
44.092689,-94.108817,Rapidan Hydro Facility,6.4,hydro,6.4,hydro,true,Minnesota
40.7264,-73.5892,Nassau Energy Corp,55,natural_gas,55,natural_gas,false,New York
43.033577,-74.983391,Herkimer,0.4,hydro,0.4,hydro,true,New York
44.704089,-75.487049,Ogdensburg,1,hydro,1,hydro,true,New York
41.7631,-72.6733,Hartford Hospital Cogeneration,9,natural_gas,9,natural_gas,false,Connecticut
38.0314,-122.1139,Martinez Sulfuric Acid Regeneration Plt,4,other,4,other,false,California
33.8431,-118.2347,Rhodia Dominguez Plant,3.5,natural_gas,3.5,natural_gas,false,California
29.71977,-95.270562,Rhodia Houston Plant,7.3,other,7.3,other,false,Texas
40.915319,-74.180986,Great Falls Hydro Project,0.9,hydro,0.9,hydro,true,New Jersey
28.652709,-96.559997,Point Comfort Operations,58.7,natural_gas,58.7,natural_gas,false,Texas
30.5681,-97.0614,Sandow No 5,570,coal,570,coal,false,Texas
37.180441,-80.542767,Radford Army Ammunition Plant,22.4,coal,22.4,coal,false,Virginia
34.0692,-118.4439,UCLA So Campus Cogen Project,36,natural_gas,36,natural_gas,false,California
35.3161,-119.6597,McKittrick Cogen,9.6,natural_gas,9.6,natural_gas,false,California
35.666111,-119.766944,Lost Hills Cogeneration Plant,8.1,natural_gas,8.1,natural_gas,false,California
35.2761,-119.5986,North Midway Cogen,9,natural_gas,9,natural_gas,false,California
35.3639,-119.6592,Cymric 31X Cogen,5.4,natural_gas,5.4,natural_gas,false,California
35.346102,-119.643431,Cymric 6Z Cogen,5.4,natural_gas,5.4,natural_gas,false,California
36.2097,-120.3828,Coalinga 6C Cogen,5.4,natural_gas,5.4,natural_gas,false,California
35.1133,-119.4706,Taft 26C Cogen,10.8,natural_gas,10.8,natural_gas,false,California
36.1556,-120.3972,Coalinga 25D Cogen,10.8,natural_gas,10.8,natural_gas,false,California
36.775,-76.3083,Elizabeth River Power Station,348,natural_gas,348,natural_gas,false,Virginia
29.378697,-94.943829,Texas City Power Plant,451,natural_gas,451,natural_gas,false,Texas
37.3439,-80.765,Celanese Acetate LLC,27.2,coal,27.2,coal,false,Virginia
40.6681,-73.9822,New York Methodist Hospital,1.4,natural_gas,1.4,natural_gas,false,New York
34.38407,-118.494882,Berry Placerita Cogen,39.2,natural_gas,39.2,natural_gas,false,California
33.6433,-117.9556,Plant No 2,14.4,biomass,14.4,biomass,true,California
35.3633,-119.6756,Cymric 36W Cogen,10.8,natural_gas,10.8,natural_gas,false,California
37.932222,-122.389722,Richmond Refinery TG800,30.4,other_fossil_gasses,30.4,other_fossil_gasses,false,California
39.9058,-75.2122,Philadelphia Refinery,19.5,other_fossil_gasses,19.5,other_fossil_gasses,false,Pennsylvania
35.4406,-118.9617,Kern River Eastridge Cogen,41.6,natural_gas,41.6,natural_gas,false,California
29.867431,-93.965775,Valero Energy Port Arthur Refinery,66,"natural_gas,other_fossil_gasses","26,40",natural_gas,false,Texas
37.9418,-122.3909,Richmond Cogen,100,natural_gas,100,natural_gas,false,California
37.9128,-121.2614,Ingredion Stockton,2.8,natural_gas,2.8,natural_gas,false,California
37.104141,-79.276958,Multitrade of Pittsylvania LP,83,wood,83,wood,true,Virginia
28.991289,-95.407481,Dow Chemical Texas Operation,532.2,natural_gas,532.2,natural_gas,false,Texas
33.009944,-102.756945,Wasson CO2 Removal Plant,15.4,natural_gas,15.4,natural_gas,false,Texas
44.9806,-108.8428,Elk Basin Gasoline Plant,1.6,other_fossil_gasses,1.6,other_fossil_gasses,false,California
41.6703,-87.4803,Whiting Refinery,88.6,other_fossil_gasses,88.6,other_fossil_gasses,false,Indiana
29.378164,-94.92195,Power Station 4,172,natural_gas,172,natural_gas,false,Texas
46.8492,-100.8808,Tesoro Mandan Cogeneration Plant,8.4,other_fossil_gasses,8.4,other_fossil_gasses,false,North Dakota
39.3939,-119.7537,Steamboat 1A Power Plant,1.8,geothermal,1.8,geothermal,true,Nevada
32.4187,-86.4718,International Paper Prattville Mill,79.5,wood,79.5,wood,true,Alabama
35.0506,-118.2572,Mojave 4,29,wind,29,wind,true,California
35.05,-118.2572,Mojave 3,23.5,wind,23.5,wind,true,California
35.05,-118.2572,Mojave 5,22.5,wind,22.5,wind,true,California
32.6947,-117.1436,C P Kelco San Diego Plant,26.6,natural_gas,26.6,natural_gas,false,California
38.3836,-78.6528,Elkton,2,"natural_gas,petroleum","1.2,0.8",natural_gas,false,Virginia
40.220453,-75.301645,West Point,76.9,"natural_gas,petroleum","71.2,5.7",natural_gas,false,Pennsylvania
33.8872,-80.6397,International Paper Eastover Facility,103,wood,103,wood,true,South Carolina
36.6803,-76.9128,International Paper Franklin Mill,74.1,"natural_gas,wood","38,36.1",natural_gas,false,Virginia
44.597518,-122.685441,Lacomb Irrigation District,1,hydro,1,hydro,true,Oregon
38.8339,-122.881,Aidlin Geothermal Power Plant,20,geothermal,20,geothermal,true,California
35.3111,-118.4319,Victory Garden Phase IV LLC,22,wind,22,wind,true,California
35.0853,-118.3547,Terra-Gen 251 Wind LLC,18.4,wind,18.4,wind,true,California
35.1011,-118.3372,85 A,14.1,wind,14.1,wind,true,California
35.1011,-118.3372,85 B,21.2,wind,21.2,wind,true,California
35.0908,-118.3936,Helzel & Schwarzhoff 88 Wind Farm,1.8,wind,1.8,wind,true,California
42.15725,-72.42281,Collins Facility,1.6,hydro,1.6,hydro,true,Massachusetts
40.869972,-73.824437,Riverbay,37.5,"natural_gas,petroleum","36,1.5",natural_gas,false,New York
35.2269,-119.6294,Midway Sunset Cogen,219,natural_gas,219,natural_gas,false,California
44.08687,-70.229294,Upper Barker,1,hydro,1,hydro,true,Maine
40.46439,-79.365703,Conemaugh Hydro Plant,4,hydro,4,hydro,true,Pennsylvania
39.557,-118.8383,Soda Lake Geothermal No I II,11.3,geothermal,11.3,geothermal,true,Nevada
30.1826,-93.3234,CITGO Refinery Powerhouse,34.3,other_fossil_gasses,34.3,other_fossil_gasses,false,Louisiana
32.273178,-101.422386,C R Wing Cogen Plant,212,natural_gas,212,natural_gas,false,Texas
60.677,-151.3815,Tesoro Kenai Cogeneration Plant,8.4,natural_gas,8.4,natural_gas,false,Alaska
39.13667,-121.639846,Yuba City Cogen Partners,48.7,natural_gas,48.7,natural_gas,false,California
44.396815,-122.350246,Falls Creek,3.9,hydro,3.9,hydro,true,Oregon
39.5871,-75.6343,Delaware City Plant,265,"natural_gas,other_fossil_gasses","130,135",natural_gas,false,South Carolina
32.5983,-117.0178,Otay,9.6,biomass,9.6,biomass,true,California
32.5036,-82.8443,Dublin Mill,84,"coal,natural_gas","44,40",coal,false,Georgia
46.12061,-111.407656,Broadwater Power Project,9.7,hydro,9.7,hydro,true,Montana
34.033206,-117.906129,MM West Covina,9.8,biomass,9.8,biomass,true,Arizona
34.204311,-117.855714,San Gabriel Hydro Project,4.8,hydro,4.8,hydro,true,California
26.2878,-80.1581,Wheelabrator North Broward,56,biomass,56,biomass,true,Florida
42.625325,-73.749955,Rensselaer Cogen,80.4,natural_gas,80.4,natural_gas,false,New York
36.4364,-77.6167,Roanoke Valley Energy Facililty I,165,coal,165,coal,false,North Carolina
32.7757,-115.2637,Geo East Mesa II,18.5,geothermal,18.5,geothermal,true,California
43.161947,-78.744971,Lockport Energy Associates LP,198.8,natural_gas,198.8,natural_gas,false,New York
41.8675,-87.6524,University of Illinois Cogen Facility,55.7,natural_gas,55.7,natural_gas,false,Illinois
41.861531,-71.406856,Pawtucket Power Associates,60,natural_gas,60,natural_gas,false,Rhode Island
42.1661,-83.2131,Riverview Energy Systems,5.6,biomass,5.6,biomass,true,Michigan
42.085944,-78.45425,Indeck Olean Energy Center,75.7,natural_gas,75.7,natural_gas,false,New York
37.4556,-77.4308,Spruance Genco LLC,190,coal,190,coal,false,Virginia
44.506273,-70.239474,Androscoggin Mill,80,wood,80,wood,true,Rhode Island
33.360185,-79.302573,International Paper Georgetown Mill,88.9,wood,88.9,wood,true,South Carolina
32.1575,-93.5562,Mansfield Mill,101.3,"natural_gas,wood","29,72.3",natural_gas,false,Louisiana
32.426016,-86.870912,International Paper Riverdale Mill,75,natural_gas,75,natural_gas,false,Alabama
33.2553,-94.0696,International Paper Texarkana Mill,65,wood,65,wood,true,Texas
44.2826,-88.2534,Kaukauna Paper Mill,44.6,"coal,wood","12,32.6",coal,false,Wisconsin
43.891437,-73.396998,Ticonderoga Mill,41,petroleum,41,petroleum,false,New York
32.5292,-90.7742,International Paper Vicksburg Mill,38.5,wood,38.5,wood,true,Mississippi
31.166,-85.0951,Georgia-Pacific Cedar Springs,90,wood,90,wood,true,Georgia
44.3364,-89.8672,Port Edwards Mill,6.6,hydro,6.6,hydro,true,Wisconsin
33.6417,-94.1083,Ashdown,128,wood,128,wood,true,Arkansas
32.7144,-115.5356,Second Imperial Geothermal,72.8,geothermal,72.8,geothermal,true,California
40.6417,-73.7778,Kennedy International Airport Cogen,122.3,natural_gas,122.3,natural_gas,false,New York
44.111236,-70.390673,Mechanic Falls,1.4,hydro,1.4,hydro,true,Maine
44.721371,-69.411992,Pittsfield,1.1,hydro,1.1,hydro,true,Maine
43.0483,-78.8539,Fortistar North Tonawanda,53.5,natural_gas,53.5,natural_gas,false,New York
45.647179,-68.704368,Great Lakes Hydro America - ME,131.5,hydro,131.5,hydro,true,Maine
39.6419,-104.9138,Hillcrest Pump Station,2,hydro,2,hydro,true,California
41.1764,-79.4414,Piney Creek Project,32.5,coal,32.5,coal,false,Pennsylvania
44.563031,-69.619162,Hydro Kennebec Project,15.4,hydro,15.4,hydro,true,Maine
40.916833,-73.129056,Stony Brook Cogen Plant,44.5,natural_gas,44.5,natural_gas,false,New York
42.0275,-93.6394,Iowa State University,46.2,coal,46.2,coal,false,Iowa
44.087963,-70.212368,Upper Androscoggin,1.7,hydro,1.7,hydro,true,Maine
32.3133,-90.1797,Mississippi Baptist Medical Center,4,natural_gas,4,natural_gas,false,Mississippi
41.2119,-80.8176,ArcelorMittal Warren,19.1,other_fossil_gasses,19.1,other_fossil_gasses,false,California
47.437562,-97.06311,American Crystal Sugar Hillsboro,13.3,coal,13.3,coal,false,Nebraska
46.9026,-96.76112,American Crystal Sugar Moorhead,5,coal,5,coal,false,Minnesota
47.76468,-96.633375,American Crystal Sugar Crookston,6.5,coal,6.5,coal,false,California
48.593158,-97.17608,American Crystal Sugar Drayton,6,coal,6,coal,false,North Dakota
47.927202,-97.007153,American Crystal Sugar East Grand Forks,7.5,coal,7.5,coal,false,Nebraska
33.328107,-86.356825,U S Alliance Coosa Pines,30.3,"natural_gas,wood","12.5,17.8",natural_gas,false,Alabama
40.909483,-121.640368,Burney Mountain Power,9.8,wood,9.8,wood,true,California
44.020576,-92.465599,Franklin Heating Station,27.5,"natural_gas,petroleum,other","14.7,10,2.8",natural_gas,false,California
42.3436,-71.0559,Gillette SBMC,14.2,"natural_gas,petroleum","12.2,2",natural_gas,false,Massachusetts
41.3315,-72.0786,Pfizer Groton Plant,38.9,natural_gas,38.9,natural_gas,false,Connecticut
37.943633,-121.330433,Stockton Biomass,45,wood,45,wood,true,California
30.7917,-81.5333,Naval Submarine Base Kings Bay,30,petroleum,30,petroleum,false,Georgia
32.5256,-92.6497,Louisiana Tech University Power Plant,6.4,natural_gas,6.4,natural_gas,false,Louisiana
48.959547,-116.557375,Smith Falls Hydro Project,20.1,hydro,20.1,hydro,true,Idaho
40.013993,-75.05283,Newman,1.8,natural_gas,1.8,natural_gas,false,Pennsylvania
44.49004,-121.298812,Opal Springs Hydro,3.3,hydro,3.3,hydro,true,Oregon
33.9683,-116.5347,Westwind Trust,16,wind,16,wind,true,California
38.722141,-123.011188,Warm Springs Hydro Project,1.2,hydro,1.2,hydro,true,California
44.09785,-92.479815,Saint Marys Hospital Power Plant,14.9,"natural_gas,petroleum","9.9,5",natural_gas,false,California
41.073336,-81.530642,Akron Recycle Energy Plant,4,wood,4,wood,true,Ohio
48.680178,-121.723294,Koma Kulshan Associates,12.4,hydro,12.4,hydro,true,Washington
48.4708,-122.56,March Point Cogeneration,146.2,natural_gas,146.2,natural_gas,false,Washington
36.0417,-115.0117,Saguaro Power,101,natural_gas,101,natural_gas,false,Nevada
35.9069,-79.0617,Univ of NC Chapel Hill Cogen Facility,32.3,"coal,petroleum","28.7,3.6",coal,false,North Carolina
31.741629,-81.407856,Interstate Paper LLC Riceboro,14.5,wood,14.5,wood,true,Georgia
35.484488,-94.392858,Lee Creek Water Treatment Facility,1.3,hydro,1.3,hydro,true,Arkansas
44.760249,-92.867743,Hastings City Hydroelectric,4,hydro,4,hydro,true,Minnesota
39.7398,-86.2118,Rolls Royce,4,biomass,4,biomass,true,Indiana
33.7533,-84.3889,Inforum,1.3,petroleum,1.3,petroleum,false,California
27.883588,-97.26097,Sherwin Alumina,24,other,24,other,false,Texas
44.8256,-93.1139,West Group Data Center,2.4,petroleum,2.4,petroleum,false,Minnesota
33.906953,-118.013105,Biola University,2.2,natural_gas,2.2,natural_gas,false,California
35.0583,-118.3417,Coram Energy LLC (ECT),7.5,wind,7.5,wind,true,California
35.075,-118.3417,Coram Energy LLC,3,wind,3,wind,true,California
35.0583,-118.3083,CTV Power Purchase Contract Trust,4.6,wind,4.6,wind,true,California
42.007778,-73.0356,Colebrook Hydroelectric,2.8,hydro,2.8,hydro,true,Connecticut
41.988611,-73.0194,Goodwin Hydroelectric,3.2,hydro,3.2,hydro,true,California
38.2667,-77.3147,Birchwood Power,238.3,coal,238.3,coal,false,Virginia
53.8575,-166.5539,Westward Seafoods,6.6,petroleum,6.6,petroleum,false,Alaska
42.628889,-114.174722,Wilson Lake Hydroelectric Project,8.4,hydro,8.4,hydro,true,Idaho
40.199822,-123.523145,Three Forks Water Power Project,1.2,hydro,1.2,hydro,true,California
33.9397,-77.9905,Archer Daniels Midland Southport,45,natural_gas,45,natural_gas,false,North Carolina
41.5933,-109.7542,General Chemical,30,coal,30,coal,false,Wyoming
29.9728,-94.2142,Goodyear Beaumont Chemical Plant,29,natural_gas,29,natural_gas,false,Texas
33.487881,-81.99252,Sibley Mill,2.1,hydro,2.1,hydro,true,Georgia
33.759167,-84.395,CNN Center,12.8,petroleum,12.8,petroleum,false,California
42.0099,-71.6701,Ocean State Power II,218.6,natural_gas,218.6,natural_gas,false,Rhode Island
34.1717,-118.3792,Toyon Power Station,3.4,biomass,3.4,biomass,true,California
29.726017,-95.638249,Westhollow Technology Center,3.7,natural_gas,3.7,natural_gas,false,Texas
40.955015,-76.878843,Bucknell University,4.8,natural_gas,4.8,natural_gas,false,Pennsylvania
40.9692,-81.7756,Morton Salt Rittman,1.5,coal,1.5,coal,false,Ohio
32.71,-117.1619,NRG Energy San Diego,1.6,natural_gas,1.6,natural_gas,false,California
26.269683,-97.867012,Rio Grande Valley Sugar Growers,18.9,"petroleum,biomass","1.4,17.5",petroleum,false,Texas
45.1025,-83.5189,Norway Point Hydropower Project,4,hydro,4,hydro,true,Michigan
45.0933,-83.5025,Four Mile Hydropower Project,2,hydro,2,hydro,true,Michigan
45.0717,-83.4381,Ninth Street Hydropower Project,1.2,hydro,1.2,hydro,true,Michigan
36.4156,-119.0069,Terminus Hydroelectric Project,20,hydro,20,hydro,true,California
27.9389,-82.4389,Howard F Curren Advncd Wastewater Plant,2.5,biomass,2.5,biomass,true,Florida
36.2253,-114.8783,Nevada Cogen Associates 2 Black Mountain,85,natural_gas,85,natural_gas,false,Nevada
36.343229,-114.920686,Nevada Cogen Assoc#1 GarnetVly,89.1,natural_gas,89.1,natural_gas,false,Nevada
44.49,-73.1875,Chace Mill Winooski One,7.5,hydro,7.5,hydro,true,Vermont
33.328259,-81.953078,International Paper Augusta Mill,79.3,wood,79.3,wood,true,Georgia
39.7703,-88.8697,PPG Industries Works 14,4.7,petroleum,4.7,petroleum,false,Illinois
35.3264,-81.6292,PPG Industries Shelby NC Works,2.8,petroleum,2.8,petroleum,false,North Carolina
33.9133,-98.4931,PPG Industries Works 4,6,petroleum,6,petroleum,false,Texas
27.87082,-81.825061,Orange Cogeneration Facility,110.6,natural_gas,110.6,natural_gas,false,Florida
35.417,-119.0102,Oildale Energy LLC,39,natural_gas,39,natural_gas,false,California
40.00759,-105.269204,University of Colorado,31,natural_gas,31,natural_gas,false,Colorado
42.0736,-72.0219,Southbridge Energy Center LLC,6.5,natural_gas,6.5,natural_gas,false,Massachusetts
41.77952,-107.10972,Sinclair Oil Refinery,7.1,"natural_gas,petroleum","6,1.1",natural_gas,false,Wyoming
43.1897,-71.7483,EHC West Hopkinton,1,hydro,1,hydro,true,New Hampshire
41.3686,-73.0856,Kinneytown New Old,2.2,hydro,2.2,hydro,true,Delaware
43.425228,-114.025597,Little Wood Hydro Project,2.4,hydro,2.4,hydro,true,Idaho
47.43348,-121.6483,Weeks Falls,4.2,hydro,4.2,hydro,true,California
44.519153,-73.464752,Alice Falls Hydro Project,2.2,hydro,2.2,hydro,true,California
33.93,-84.2378,BJ Gas Recovery,1.6,biomass,1.6,biomass,true,Georgia
44.027444,-112.719439,Dry Creek Project,2.5,hydro,2.5,hydro,true,Idaho
42.937465,-73.654393,Stillwater Hydro Electric Project,3.4,hydro,3.4,hydro,true,New York
43.078512,-89.377261,Capitol Heat and Power,2,petroleum,2,petroleum,false,Wisconsin
43.6233,-88.7297,Waupun Correctional Central Heating Plt,3,"coal,petroleum","0.7,2.3",coal,false,Wisconsin
43.07,-89.4006,UW Madison Charter Street Plant,6.8,"natural_gas,petroleum","5.5,1.3",natural_gas,false,Wisconsin
43.701916,-72.286735,Dartmouth College Heating Plant,7,petroleum,7,petroleum,false,New Hampshire
35.440539,-119.012861,Western Power & Steam Inc,29.9,natural_gas,29.9,natural_gas,false,California
42.5734,-90.6926,John Deere Dubuque Works,8.4,petroleum,8.4,petroleum,false,Iowa
44.26169,-85.435224,Cadillac Renewable Energy,39.6,wood,39.6,wood,true,Michigan
43.236111,-70.817222,Rollinsford,1.4,hydro,1.4,hydro,true,New Hampshire
53.8892,-166.5583,Unisea G 2,15.5,petroleum,15.5,petroleum,false,Alaska
28.9158,-81.676,Quantum Lake Power LP,121,natural_gas,121,natural_gas,false,Florida
28.374622,-82.188887,Quantum Pasco Power LP,123.4,"natural_gas,petroleum","121,2.4",natural_gas,false,Florida
27.8489,-81.8775,Mulberry Cogeneration Facility,113,natural_gas,113,natural_gas,false,Florida
30.7811,-89.8575,Gaylord Container Bogalusa,92.6,wood,92.6,wood,true,Louisiana
31.5825,-87.4889,Alabama Pine Pulp,64.2,wood,64.2,wood,true,Alabama
35.354444,-119.6617,Welport Lease Project,4,natural_gas,4,natural_gas,false,California
35.220833,-119.583056,Dome Project,5.1,natural_gas,5.1,natural_gas,false,Hawaii
33.7686,-118.2867,Los Angeles Refinery Wilmington,51,"natural_gas,other_fossil_gasses","6,45",natural_gas,false,California
60.6732,-151.3784,Agrium Kenai Nitrogen Operations,12.5,natural_gas,12.5,natural_gas,false,Alaska
38.1167,-121.8333,EDF Renewable Windfarm V Inc,60,wind,60,wind,true,California
33.9228,-116.5422,San Gorgonio Windplant WPP1993,49.5,wind,49.5,wind,true,California
34.0875,-84.8694,Hewlett Packard Alpharetta,7.8,petroleum,7.8,petroleum,false,California
31.3403,-101.7653,Benedum Plant,2,natural_gas,2,natural_gas,false,Texas
33.477027,-81.982732,Graniteville Enterprise Division,1,hydro,1,hydro,true,Georgia
32.7714,-83.6281,Riverwood International Macon Mill,79.5,"natural_gas,wood","40,39.5",natural_gas,false,Georgia
28.442623,-81.412343,Orlando Cogen LP,120,natural_gas,120,natural_gas,false,Florida
40.2969,-121.0178,Mt Lassen Power,10.5,wood,10.5,wood,true,Missouri
39.480419,-121.565663,Pacific Oroville Power Inc,16.6,wood,16.6,wood,true,California
43.633373,-72.317162,Mascoma Hydro,1.5,hydro,1.5,hydro,true,New Hampshire
41.5417,-109.1328,Simplot Phosphates,11.5,other,11.5,other,false,California
48.9905,-122.2733,Sumas Power Plant,125.5,"natural_gas,other","84.7,40.8",natural_gas,false,Washington
39.5125,-121.5817,Oroville Cogeneration LP,7.7,natural_gas,7.7,natural_gas,false,California
29.9468,-90.0018,Domino Sugar Arabi Plant,7.7,natural_gas,7.7,natural_gas,false,Louisiana
41.7697,-88.28,Rock-Tenn,2.9,natural_gas,2.9,natural_gas,false,Illinois
42.69984,-114.822603,Blind Canyon Hydro,1.3,hydro,1.3,hydro,true,Idaho
43.0056,-71.9517,Crotched Mountain Rehabilitation Center,2.1,petroleum,2.1,petroleum,false,New Hampshire
37.966389,-120.317777,Sierra Pacific Sonora,6.1,wood,6.1,wood,true,California
30.4992,-91.1872,Formosa Plastics,82,natural_gas,82,natural_gas,false,Louisiana
32.775093,-97.14209,Village Creek Water Reclamation Facility,10.2,"natural_gas,biomass","1.8,8.4",natural_gas,false,Texas
40.0008,-88.2981,Hoffer Plastics,7.2,natural_gas,7.2,natural_gas,false,Illinois
43.904085,-116.244193,Horseshoe Bend Hydroelectric Co,9.4,hydro,9.4,hydro,true,Idaho
41.1128,-87.8681,Kankakee Hydro Facility,1.2,hydro,1.2,hydro,true,Illinois
43.617965,-75.305443,ReEnergy Biomass LLC,19,wood,19,wood,true,New York
28.0274,-81.8475,Wheelabrator Ridge Energy,47.1,wood,47.1,wood,true,California
29.7614,-93.6086,Stingray Facility,2.5,natural_gas,2.5,natural_gas,false,Louisiana
44.796405,-95.179787,Southern Minnesota Beet Sugar,7.5,coal,7.5,coal,false,Minnesota
27.9628,-82.5017,St Josephs Hospital,1.6,natural_gas,1.6,natural_gas,false,Florida
42.1781,-83.4853,Sumpter Energy Associates,12,biomass,12,biomass,true,Michigan
48.828813,-122.686667,Ferndale Generating Station,270,natural_gas,270,natural_gas,false,California
